CASE#,DATE OF OCCURRENCE,BLOCK, IUCR,PRIMARY DESCRIPTION,SECONDARY DESCRIPTION,LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JG385817,08/16/2023 11:41:00 PM,095XX S CONSTANCE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,431,7,14,1190184,1842054,41.721625653,-87.578982826,"(41.721625653, -87.578982826)"
JG425637,09/15/2023 02:00:00 PM,115XX S ADA ST,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,N,N,524,21,08B,1169402,1828225,41.684151193,-87.655501989,"(41.684151193, -87.655501989)"
JG386456,08/16/2023 05:07:00 PM,064XX S ELLIS AVE,0460,BATTERY,SIMPLE,STREET,N,N,314,20,08B,1184165,1862448,41.777731515,-87.600392753,"(41.777731515, -87.600392753)"
JG384953,06/07/2023 12:01:00 AM,016XX W HARRISON ST,1195,DECEPTIVE PRACTICE,FINANCIAL EXPLOITATION OF AN ELDERLY OR DISABLED PERSON,HOSPITAL BUILDING / GROUNDS,N,N,1231,27,11,1165692,1897450,41.874192812,-87.667119921,"(41.874192812, -87.667119921)"
JG385380,08/16/2023 04:15:00 PM,003XX W 28TH PL,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,N,N,914,11,07,1174559,1885997,41.842571485,-87.634906669,"(41.842571485, -87.634906669)"
JG385581,08/16/2023 03:00:00 PM,050XX N KEDVALE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1712,39,07,1147811,1933176,41.972590386,-87.731851108,"(41.972590386, -87.731851108)"
JG428532,09/15/2023 06:00:00 PM,062XX S KEDVALE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),N,N,813,13,06,1149773,1862999,41.779978744,-87.726461022,"(41.779978744, -87.726461022)"
JG384473,08/16/2023 12:58:00 AM,092XX S STONY ISLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,HOTEL / MOTEL,Y,N,413,8,14,1188516,1844213,41.727590123,-87.585023579,"(41.727590123, -87.585023579)"
JG385779,08/16/2023 04:45:00 PM,068XX S GREEN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,723,16,07,1171818,1859432,41.769735114,-87.645745232,"(41.769735114, -87.645745232)"
JG385725,08/16/2023 08:45:00 PM,015XX E 67TH ST,1330,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,N,N,321,5,26,1187565,1860868,41.773315666,-87.587978676,"(41.773315666, -87.587978676)"
JG385551,08/16/2023 06:15:00 PM,091XX S COMMERCIAL AVE,0560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,N,N,423,10,08A,1197730,1845014,41.72956337,-87.551245239,"(41.72956337, -87.551245239)"
JG391355,08/04/2023 05:00:00 PM,072XX S SOUTH SHORE DR,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,N,N,334,7,07,1194903,1857770,41.764636875,-87.561181768,"(41.764636875, -87.561181768)"
JG385464,08/16/2023 05:30:00 PM,053XX S LARAMIE AVE,0810,THEFT,OVER $500,STREET,N,N,814,23,06,1142597,1869100,41.796856879,-87.752618647,"(41.796856879, -87.752618647)"
JG385310,08/16/2023 03:47:00 PM,003XX E 51ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,224,3,14,1179343,1871280,41.802078778,-87.617800646,"(41.802078778, -87.617800646)"
JG385083,08/16/2023 12:01:00 AM,042XX W KAMERLING AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,VEHICLE NON-COMMERCIAL,N,N,2534,36,07,1147966,1908653,41.905294178,-87.731913785,"(41.905294178, -87.731913785)"
JG425701,09/15/2023 05:40:00 PM,023XX W JACKSON BLVD,0560,ASSAULT,SIMPLE,OTHER (SPECIFY),N,N,1225,27,08A,1160808,1898641,41.877563649,-87.685018696,"(41.877563649, -87.685018696)"
JG393607,05/19/2023 09:00:00 AM,059XX S INDIANA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,232,20,11,1178614,1865720,41.786838237,-87.620643209,"(41.786838237, -87.620643209)"
JG385599,08/16/2023 07:00:00 PM,002XX W GARFIELD BLVD,0860,THEFT,RETAIL THEFT,GAS STATION,N,N,711,20,06,1175448,1868366,41.794170561,-87.632172268,"(41.794170561, -87.632172268)"
JG391983,06/01/2023 09:00:00 AM,007XX N OGDEN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,COMMERCIAL / BUSINESS OFFICE,N,N,1215,27,11,1168916,1905339,41.895771509,-87.655053989,"(41.895771509, -87.655053989)"
JG384683,08/16/2023 08:15:00 AM,045XX S EVANS AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,221,4,07,1181911,1875123,41.812565231,-87.608263944,"(41.812565231, -87.608263944)"
JG392220,07/03/2023 07:30:00 AM,071XX N GREENVIEW AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2423,49,14,1165064,1947605,42.011834025,-87.667996318,"(42.011834025, -87.667996318)"
JG384858,08/16/2023 11:00:00 AM,049XX S KEDZIE AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,GROCERY FOOD STORE,N,N,821,14,04A,1155878,1871667,41.803644557,-87.70384629,"(41.803644557, -87.70384629)"
JG391779,07/25/2023 08:00:00 AM,023XX N ST LOUIS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1413,35,07,1152870,1915495,41.923973471,-87.713718105,"(41.923973471, -87.713718105)"
JG386228,08/16/2023 08:30:00 PM,021XX N PULASKI RD,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,2525,35,07,1149360,1914121,41.920271962,-87.72665105,"(41.920271962, -87.72665105)"
JG392396,08/01/2023 12:00:00 AM,077XX N SHERIDAN RD,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,2422,49,05,1165371,1951231,42.021777267,-87.666762834,"(42.021777267, -87.666762834)"
JG386083,08/16/2023 06:40:00 PM,009XX W 33RD PL,0620,BURGLARY,UNLAWFUL ENTRY,SCHOOL - PUBLIC BUILDING,N,N,913,11,05,1170517,1882762,41.833783593,-87.649834091,"(41.833783593, -87.649834091)"
JG391566,08/14/2023 02:00:00 PM,055XX S KIMBARK AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,235,5,06,1185609,1868507,41.794324016,-87.594908329,"(41.794324016, -87.594908329)"
JG392129,07/01/2023 12:00:00 AM,061XX S KOSTNER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,813,13,11,1148093,1863484,41.781342034,-87.732607812,"(41.781342034, -87.732607812)"
JG385123,08/16/2023 01:50:00 PM,050XX W JACKSON BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1533,28,07,1142683,1898197,41.876701672,-87.751580595,"(41.876701672, -87.751580595)"
JG392057,08/10/2023 11:17:00 AM,026XX N Kimball Ave,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1412,35,06,1153270,1917169,41.928559123,-87.712203782,"(41.928559123, -87.712203782)"
JG392952,07/05/2023 12:00:00 AM,018XX W 107TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,2212,19,11,1165587,1833700,41.699257052,-87.669313082,"(41.699257052, -87.669313082)"
JG385813,08/16/2023 11:16:00 PM,034XX N HALSTED ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SMALL RETAIL STORE,Y,N,1925,44,24,1170319,1922907,41.943948446,-87.649386514,"(41.943948446, -87.649386514)"
JG391824,08/03/2023 10:30:00 PM,089XX S BRANDON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,424,10,07,1198876,1846373,41.733263922,-87.547001745,"(41.733263922, -87.547001745)"
JG384663,08/16/2023 07:20:00 AM,077XX S LOWE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,621,17,08B,1173310,1853500,41.753424123,-87.640451376,"(41.753424123, -87.640451376)"
JG390240,08/11/2023 12:00:00 AM,046XX S LAKE PARK AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,N,N,222,4,07,1185898,1874483,41.810715785,-87.593660012,"(41.810715785, -87.593660012)"
JG385590,08/16/2023 06:00:00 PM,003XX N LOOMIS ST,0810,THEFT,OVER $500,STREET,N,N,1215,27,06,1166908,1902392,41.887728054,-87.662513515,"(41.887728054, -87.662513515)"
JG424841,09/15/2023 07:15:00 AM,029XX W DIVERSEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,N,N,1411,35,14,1156125,1918469,41.932069188,-87.701677394,"(41.932069188, -87.701677394)"
JG364439,07/31/2023 12:00:00 AM,063XX S GREEN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,CHA PARKING LOT / GROUNDS,N,N,723,16,14,1171725,1862691,41.778680236,-87.645990652,"(41.778680236, -87.645990652)"
JG385181,08/16/2023 03:10:00 PM,073XX S RIDGELAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,324,7,08B,1189143,1856733,41.761931207,-87.582326542,"(41.761931207, -87.582326542)"
JG392016,07/27/2023 09:55:00 AM,013XX N Hoyne Ave,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,1424,1,11,1162149,1909212,41.906543431,-87.679799267,"(41.906543431, -87.679799267)"
JG384462,08/16/2023 12:54:00 AM,054XX S MORGAN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,934,16,08B,1170566,1868906,41.795760253,-87.65005855,"(41.795760253, -87.65005855)"
JG392881,06/23/2023 06:23:00 AM,028XX S SAWYER AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,1032,22,05,1155157,1885016,41.840290395,-87.706133198,"(41.840290395, -87.706133198)"
JG385430,08/16/2023 04:00:00 PM,065XX S WHIPPLE ST,0810,THEFT,OVER $500,RESIDENCE - GARAGE,N,N,831,15,06,1157176,1861150,41.774758241,-87.699370258,"(41.774758241, -87.699370258)"
JG385379,08/16/2023 03:30:00 PM,019XX N MONTICELLO AVE,0918,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE NO VIN",APARTMENT,N,N,2535,26,07,1151733,1912721,41.916383839,-87.717969061,"(41.916383839, -87.717969061)"
JG385824,08/16/2023 10:40:00 PM,028XX W MADISON ST,0312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,CTA BUS STOP,N,N,1222,27,03,1157633,1899896,41.88107271,-87.696642296,"(41.88107271, -87.696642296)"
JG424923,09/15/2023 04:30:00 AM,017XX N AUSTIN AVE,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,N,N,2513,29,03,1136141,1910848,41.911536812,-87.775299037,"(41.911536812, -87.775299037)"
JG424717,09/15/2023 02:00:00 AM,091XX S COTTAGE GROVE AVE,0810,THEFT,OVER $500,STREET,N,N,633,8,06,1183156,1844727,41.729126787,-87.604641957,"(41.729126787, -87.604641957)"
JG424745,09/15/2023 04:05:00 AM,036XX W LE MOYNE ST,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,N,N,2535,26,03,1152005,1909734,41.908181879,-87.71704859,"(41.908181879, -87.71704859)"
JG425459,09/15/2023 04:15:00 PM,007XX N PULASKI RD,0320,ROBBERY,STRONG ARM - NO WEAPON,CTA BUS,N,N,1112,37,03,1149592,1904600,41.894140895,-87.726046297,"(41.894140895, -87.726046297)"
JG430976,09/16/2023 12:00:00 AM,061XX S VERNON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,313,20,14,1180305,1864420,41.783232282,-87.614483001,"(41.783232282, -87.614483001)"
JG424696,09/15/2023 01:36:00 AM,044XX N PULASKI RD,0460,BATTERY,SIMPLE,CONVENIENCE STORE,N,N,1723,33,08B,1148931,1929085,41.961342741,-87.727838934,"(41.961342741, -87.727838934)"
JG394370,08/23/2023 11:45:00 AM,084XX S BURLEY AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,424,10,26,1199276,1849695,41.742369699,-87.545424968,"(41.742369699, -87.545424968)"
JG431473,09/15/2023 10:00:00 PM,019XX S HARDING AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,1014,24,26,1150368,1890090,41.85430871,-87.723574849,"(41.85430871, -87.723574849)"
JG431590,09/06/2023 01:57:00 PM,0000X E ERIE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,OTHER (SPECIFY),Y,N,1834,42,18,1176771,1904795,41.894104719,-87.626221071,"(41.894104719, -87.626221071)"
JG424710,09/15/2023 02:08:00 AM,025XX N CLYBOURN AVE,0610,BURGLARY,FORCIBLE ENTRY,GROCERY FOOD STORE,N,N,1931,32,05,1163883,1917044,41.927998524,-87.673208159,"(41.927998524, -87.673208159)"
JG425626,09/15/2023 06:04:00 PM,068XX S ELIZABETH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,724,17,14,1169167,1859489,41.769949275,-87.65546098,"(41.769949275, -87.65546098)"
JG410493,09/04/2023 10:08:00 AM,0000X W 69TH ST,2027,NARCOTICS,POSSESS - CRACK,VEHICLE NON-COMMERCIAL,Y,N,722,6,18,1177053,1859270,41.769174121,-87.626561,"(41.769174121, -87.626561)"
JG433369,04/05/2023 12:00:00 AM,062XX S MC VICKER AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,N,Y,812,13,26,1137149,1862506,41.778861024,-87.772755122,"(41.778861024, -87.772755122)"
JG425768,09/15/2023 06:00:00 PM,021XX W ARTHUR AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,N,N,2412,50,04B,1161015,1943137,41.999659094,-87.683019265,"(41.999659094, -87.683019265)"
JG425975,09/15/2023 11:15:00 PM,002XX S CANAL ST,0320,ROBBERY,STRONG ARM - NO WEAPON,BRIDGE,N,N,121,34,03,1173178,1899217,41.878878844,-87.639582513,"(41.878878844, -87.639582513)"
JG425005,09/15/2023 04:58:00 AM,014XX S Blue Island Ave,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,1233,25,11,1168333,1893062,41.862095128,-87.657550249,"(41.862095128, -87.657550249)"
JG424911,09/15/2023 08:40:00 AM,006XX N MICHIGAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,SIDEWALK,N,N,1834,42,14,1177327,1904307,41.892753031,-87.624193896,"(41.892753031, -87.624193896)"
JG425973,09/15/2023 07:00:00 PM,077XX S CORNELL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,411,8,07,1188582,1853898,41.754165135,-87.584473088,"(41.754165135, -87.584473088)"
JG426597,09/15/2023 09:00:00 PM,006XX S HOMAN AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,N,N,1133,24,03,1153804,1897073,41.873403192,-87.710777396,"(41.873403192, -87.710777396)"
JG425497,09/15/2023 04:31:00 PM,019XX S WASHTENAW AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,Y,N,1023,25,15,1158666,1890506,41.855284521,-87.693106329,"(41.855284521, -87.693106329)"
JG433222,08/16/2023 12:00:00 PM,030XX N TRIPP AVE,0810,THEFT,OVER $500,OTHER (SPECIFY),N,N,2523,31,06,1147609,1920025,41.936506891,-87.732932705,"(41.936506891, -87.732932705)"
JG425799,09/15/2023 08:00:00 PM,038XX W 26TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,N,N,1031,22,14,1151374,1886455,41.84431416,-87.719977688,"(41.84431416, -87.719977688)"
JG425502,09/15/2023 04:19:00 PM,116XX S AVENUE J,0560,ASSAULT,SIMPLE,STREET,N,N,433,10,08A,1202578,1828409,41.683875653,-87.534050733,"(41.683875653, -87.534050733)"
JG425465,09/15/2023 01:30:00 PM,076XX S EAST END AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,414,8,14,1188862,1854609,41.756109491,-87.583424284,"(41.756109491, -87.583424284)"
JG424727,09/15/2023 02:33:00 AM,038XX W ADAMS ST,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,1122,28,08A,1150775,1898736,41.878026396,-87.721854941,"(41.878026396, -87.721854941)"
JG427961,09/15/2023 04:49:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,111,34,06,1176352,1900918,41.883475491,-87.627876969,"(41.883475491, -87.627876969)"
JG425167,09/15/2023 12:05:00 PM,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,112,34,06,1176364,1900524,41.882394062,-87.627844798,"(41.882394062, -87.627844798)"
JG425366,09/15/2023 02:43:00 PM,008XX N ST LOUIS AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,N,N,1121,27,18,1152896,1905313,41.896032623,-87.713892759,"(41.896032623, -87.713892759)"
JG425712,09/15/2023 06:45:00 PM,034XX W PERSHING RD,0460,BATTERY,SIMPLE,RESIDENCE,N,N,911,12,08B,1154131,1878530,41.822512489,-87.710070914,"(41.822512489, -87.710070914)"
JG431764,09/15/2023 03:43:00 PM,010XX W ARGYLE ST,0820,THEFT,$500 AND UNDER,SIDEWALK,N,N,2024,48,06,1168202,1933582,41.973287125,-87.656857851,"(41.973287125, -87.656857851)"
JG430741,09/15/2023 09:00:00 AM,060XX S LA SALLE ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,N,Y,311,20,26,1176336,1864995,41.784900274,-87.629017298,"(41.784900274, -87.629017298)"
JG425714,09/15/2023 07:00:00 PM,076XX S CICERO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,833,18,14,1145727,1853720,41.754592961,-87.741528537,"(41.754592961, -87.741528537)"
JG426068,09/15/2023 11:00:00 PM,005XX W 60TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,711,20,08B,1173848,1864787,41.784385063,-87.638145488,"(41.784385063, -87.638145488)"
JG431840,09/14/2023 03:10:00 PM,020XX N ORCHARD ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,SCHOOL - PUBLIC BUILDING,N,N,1812,43,17,1171278,1913694,41.918646522,-87.64613311,"(41.918646522, -87.64613311)"
JG431887,09/15/2023 05:00:00 PM,024XX N CANNON DR,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE WITH VIN",STREET,N,N,1935,43,07,1174543,1916591,41.926523588,-87.634050522,"(41.926523588, -87.634050522)"
JG425620,09/15/2023 05:22:00 PM,027XX W HIRSCH ST,0460,BATTERY,SIMPLE,APARTMENT,Y,N,1423,26,08B,1157943,1909198,41.906591907,-87.695249977,"(41.906591907, -87.695249977)"
JG426908,09/15/2023 12:19:00 PM,031XX W WALTON ST,0810,THEFT,OVER $500,APARTMENT,N,N,1211,36,06,1155251,1906163,41.898318119,-87.705220433,"(41.898318119, -87.705220433)"
JG429316,09/15/2023 03:30:00 PM,063XX N LINCOLN AVE,0810,THEFT,OVER $500,OTHER (SPECIFY),N,N,1711,50,06,1151492,1942084,41.996962731,-87.718079972,"(41.996962731, -87.718079972)"
JG425236,09/15/2023 12:59:00 PM,107XX S HALSTED ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),CTA BUS STOP,Y,N,2233,21,18,1172884,1833731,41.699184632,-87.642593834,"(41.699184632, -87.642593834)"
JG425705,09/15/2023 06:45:00 PM,066XX S HALSTED ST,0820,THEFT,$500 AND UNDER,GAS STATION,N,N,723,16,06,1172118,1860614,41.772972076,-87.644610871,"(41.772972076, -87.644610871)"
JG428903,09/15/2023 03:30:00 PM,048XX S MAY ST,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,933,20,14,1169469,1872706,41.806211729,-87.653971158,"(41.806211729, -87.653971158)"
JG432446,07/02/2023 02:00:00 PM,040XX W WRIGHTWOOD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2524,31,07,1149006,1916972,41.928102231,-87.72787776,"(41.928102231, -87.72787776)"
JG424658,09/15/2023 12:35:00 AM,065XX S KEDZIE AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,BAR OR TAVERN,N,N,831,14,04A,1156181,1860881,41.774040135,-87.703025036,"(41.774040135, -87.703025036)"
JG425776,09/15/2023 04:15:00 PM,010XX N LEAMINGTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1531,37,08B,1141836,1906500,41.899501827,-87.754484904,"(41.899501827, -87.754484904)"
JG425918,09/15/2023 09:40:00 PM,0000X E WACKER DR,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,Y,N,111,42,24,1176964,1902600,41.888077161,-87.625578746,"(41.888077161, -87.625578746)"
JG424861,09/15/2023 08:00:00 AM,113XX S INDIANA AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,Y,531,9,06,1179597,1829705,41.687986351,-87.6181364,"(41.687986351, -87.6181364)"
JG425861,09/15/2023 09:06:00 PM,076XX S MORGAN ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,612,17,15,1170965,1854265,41.755574885,-87.649022623,"(41.755574885, -87.649022623)"
JG429351,09/15/2023 02:00:00 PM,065XX N MOZART ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2412,50,07,1156142,1943348,42.000338244,-87.700940108,"(42.000338244, -87.700940108)"
JG426731,09/15/2023 04:20:00 PM,062XX S DREXEL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,313,20,14,1183079,1863842,41.781582109,-87.604330677,"(41.781582109, -87.604330677)"
JG425269,09/15/2023 07:30:00 AM,007XX W OHARE ST,0460,BATTERY,SIMPLE,STREET,N,N,1654,41,08B,1094886,1940699,41.994089303,-87.926341146,"(41.994089303, -87.926341146)"
JG424641,09/15/2023 12:20:00 AM,027XX S DEARBORN ST,041A,BATTERY,AGGRAVATED - HANDGUN,CHA PARKING LOT / GROUNDS,N,N,133,3,04B,1176315,1886573,41.844112707,-87.628445336,"(41.844112707, -87.628445336)"
JG367099,08/03/2023 02:30:00 AM,066XX S HALSTED ST,1330,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,N,N,723,16,26,1172107,1861014,41.774069965,-87.644639452,"(41.774069965, -87.644639452)"
JG425537,09/15/2023 04:30:00 PM,0000X E 46TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,215,3,14,1177689,1874548,41.811084088,-87.62376754,"(41.811084088, -87.62376754)"
JG425146,09/15/2023 08:00:00 AM,032XX N ELSTON AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,N,N,1733,33,04A,1156767,1921372,41.940022222,-87.69923922,"(41.940022222, -87.69923922)"
JG424744,09/15/2023 03:56:00 AM,075XX S STONY ISLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,411,8,14,1188234,1855158,41.757630995,-87.585708249,"(41.757630995, -87.585708249)"
JG425787,09/15/2023 04:53:00 AM,001XX N WELLS ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,122,42,07,1174701,1901579,41.885326396,-87.633919718,"(41.885326396, -87.633919718)"
JG425860,09/15/2023 09:08:00 PM,0000X E GARFIELD BLVD,0460,BATTERY,SIMPLE,RESTAURANT,N,N,225,3,08B,1177876,1868571,41.794678414,-87.623262756,"(41.794678414, -87.623262756)"
JG426448,09/15/2023 11:00:00 PM,012XX N WASHTENAW AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1423,26,07,1158174,1908080,41.903519304,-87.694432008,"(41.903519304, -87.694432008)"
JG424735,09/15/2023 03:50:00 AM,017XX S RUBLE ST,031A,ROBBERY,ARMED - HANDGUN,STREET,N,N,1235,25,03,1172088,1891679,41.858218136,-87.643807077,"(41.858218136, -87.643807077)"
JG424822,09/15/2023 07:10:00 AM,045XX S WESTERN BLVD,0560,ASSAULT,SIMPLE,SIDEWALK,N,Y,924,12,08A,1161289,1874276,41.810693516,-87.683929054,"(41.810693516, -87.683929054)"
JG426279,09/15/2023 08:30:00 PM,002XX W 104TH PL,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,512,21,06,1176540,1835646,41.704358425,-87.629149934,"(41.704358425, -87.629149934)"
JG425281,09/15/2023 01:42:00 PM,012XX W 95TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,2222,21,15,1169910,1841778,41.721331773,-87.653250563,"(41.721331773, -87.653250563)"
JG429924,09/15/2023 07:01:00 PM,045XX S CALUMET AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,215,3,05,1179193,1875008,41.812312158,-87.618236995,"(41.812312158, -87.618236995)"
JH182916,03/10/2024 07:15:00 PM,006XX W HUBBARD ST,0810,THEFT,OVER $500,STREET,N,N,1214,27,06,1171727,1903303,41.890123156,-87.644789891,"(41.890123156, -87.644789891)"
JG426076,09/15/2023 12:30:00 AM,118XX S STATE ST,0460,BATTERY,SIMPLE,RESIDENCE,N,N,522,9,08B,1178373,1826647,41.679622543,-87.62270967,"(41.679622543, -87.62270967)"
JG425421,09/15/2023 03:40:00 PM,004XX S KEDZIE AVE,0313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,CONVENIENCE STORE,N,N,1134,28,03,1155110,1897784,41.875328156,-87.705963317,"(41.875328156, -87.705963317)"
JG426436,09/15/2023 03:30:00 PM,027XX W ARGYLE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2031,40,14,1157033,1933094,41.972182694,-87.697942153,"(41.972182694, -87.697942153)"
JG425611,09/15/2023 04:30:00 PM,063XX N NAGLE AVE,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,N,N,1611,45,06,1132627,1941632,41.996073378,-87.78748829,"(41.996073378, -87.78748829)"
JG425924,09/15/2023 10:26:00 PM,119XX S MICHIGAN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,532,9,15,1178981,1825999,41.677830552,-87.620503762,"(41.677830552, -87.620503762)"
JG425683,09/15/2023 12:00:00 PM,001XX E ILLINOIS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1834,42,14,1177529,1903650,41.890945608,-87.623472001,"(41.890945608, -87.623472001)"
JG424637,09/15/2023 12:15:00 AM,040XX W LAKE ST,031A,ROBBERY,ARMED - HANDGUN,ALLEY,N,N,1114,28,03,1149485,1901448,41.885493547,-87.726521143,"(41.885493547, -87.726521143)"
